Geneid,SSCF31.bam,SSCF32.bam,SSCF33.bam,SSCF38.bam,SSCF39.bam
LOC125984564,35,43,3,56,49
LOC125984565,88,60,83,62,99
LOC125984567,0,0,0,0,0
LOC125984568,0,0,0,0,0
LOC125984569,4,8,6,16,6
LOC125984570,1,23,4,5,40
LOC125984571,159,162,193,63,201
LOC125984572,0,0,0,0,0
LOC125984573,2,9,5,2,22
LOC125984577,1089,495,918,1766,1112
LOC125984581,7287,7594,7123,6812,7748
LOC125984583,34857,31740,29148,39400,29445
LOC125984586,169,236,229,221,270
LOC125984587,0,0,0,0,0
LOC125984588,237,402,255,448,341
LOC125984589,580,1161,1032,907,390
LOC125984591,25,82,46,16,43
LOC125984593,1318,1346,1093,1262,950
LOC125984597,0,6,0,8,0
LOC125984600,2908,2509,2784,3151,2268
LOC125984603,130,56,122,134,88
LOC125984604,991,1592,1104,1047,770
LOC125984605,15,8,15,10,4
LOC125984607,371,1033,356,946,1200
LOC125984609,9,28,16,30,36
LOC125984610,519,513,449,600,458
LOC125984613,1,2,4,9,0
LOC125984614,0,4,1,56,2
LOC125984617,0,0,0,0,2
LOC125984618,0,0,0,0,0
LOC125984619,17,114,54,56,55
LOC125984620,0,0,1,0,4
LOC125984624,3036,3423,2078,2776,2999
LOC125984625,711,376,415,642,323
LOC125984626,2492,2483,1744,2038,2935
LOC125984629,1957,2398,1950,1707,2188
LOC125984630,165,116,75,91,210
LOC125984631,232,265,347,304,333
LOC125984633,519,770,512,1025,614
LOC125984634,0,0,66,0,0
LOC125984635,80,20,18,54,17
LOC125984638,759,1115,780,504,805
LOC125984639,56,44,22,36,35
LOC125984641,0,0,0,0,0
LOC125984645,94,77,46,52,83
LOC125984650,603,253,138,299,345
LOC125984651,10,23,8,5,99
LOC125984652,156,198,61,55,137
LOC125984653,4,0,0,0,2
LOC125984654,19,18,11,24,12
LOC125984656,99,171,137,91,106
LOC125984658,73,196,216,553,382
LOC125984661,0,1,0,0,0
LOC125984664,2837,2468,3508,1166,2436
LOC125984666,77,58,19,40,40
LOC125984668,10,0,2,6,6
LOC125984669,18415,16562,11599,14099,20646
LOC125984671,1694,2767,1415,1523,2544
LOC125984675,28,90,42,59,88
LOC125984678,0,0,0,0,2
LOC125984679,10,24,19,34,16
LOC125984680,2,0,2,2,0
LOC125984681,97,386,83,65,145
LOC125984682,994,741,857,746,849
LOC125984686,701,1184,590,525,510
LOC125984687,47,160,229,170,130
LOC125984690,18,30,24,14,17
LOC125984693,420,310,358,343,253
LOC125984694,567,683,677,686,558
LOC125984697,0,0,0,0,0
LOC125984699,0,1,0,0,0
LOC125984701,7,48,8,5,21
LOC125984702,30,0,4,0,7
LOC125984709,0,0,4,0,0
LOC125984710,8,3,4,9,7
LOC125984711,13,12,61,27,17
LOC125984712,80,201,143,188,139
LOC125984713,0,2,0,0,0
LOC125984722,0,2,3,0,0
LOC125984723,0,0,0,0,0
LOC125984728,46,48,49,39,26
LOC125984729,1447,1139,836,534,841
LOC125984731,4,7,4,10,8
LOC125984732,0,0,0,1,0
LOC125984733,0,0,0,0,1
LOC125984734,0,0,0,1,0
LOC125984735,3,13,5,4,8
LOC125984736,46,57,59,26,57
LOC125984737,1,2,0,0,0
LOC125984738,544,926,258,268,792
LOC125984739,0,0,0,0,0
LOC125984741,2,0,0,2,4
LOC125984742,10,14,4,21,11
LOC125984745,1490,1269,2630,1486,1091
LOC125984747,0,0,0,0,0
LOC125984757,7727,14206,6369,13002,12371
LOC125984758,97,111,65,96,89
LOC125984761,10408,15593,9071,17398,15342
LOC125984762,33249,26169,26157,31683,31177
LOC125984764,567,542,539,354,381
LOC125984771,4,8,12,2,4
LOC125984772,26,48,33,32,56
LOC125984773,0,3,0,0,3
LOC125984774,0,0,0,0,2
LOC125984783,4820,3529,3941,5707,4379
LOC125984791,8,6,14,2,8
LOC125984794,1777,3549,3158,2866,3743
LOC125984799,1958,2188,2141,2203,1909
LOC125984801,16,12,2,13,15
LOC125984802,0,0,0,0,0
LOC125984803,2,4,2,0,0
LOC125984804,0,0,0,0,0
LOC125984805,33,43,18,26,41
LOC125984807,18,32,4,20,16
LOC125984808,131,309,364,339,201
LOC125984810,41,20,6,9,61
LOC125984812,0,2,0,2,2
LOC125984814,1782,1828,1253,1969,1748
LOC125984816,6,8,0,4,6
LOC125984819,887,1092,646,948,895
LOC125984820,396,181,251,123,258
LOC125984822,679,1016,555,741,617
LOC125984823,1,2,0,6,2
LOC125984824,12,6,12,46,6
LOC125984826,102,84,42,40,37
LOC125984827,129,69,90,93,40
LOC125984828,3298,2614,2162,3226,3049
LOC125984829,18,24,10,9,37
LOC125984832,3188,3483,2165,2327,1784
LOC125984833,169,128,67,73,77
LOC125984835,8,2,8,14,2
LOC125984836,60,14,26,32,14
LOC125984837,2619,2964,2504,2111,2076
LOC125984842,3119,4240,2698,3431,2909
LOC125984843,4545,7813,4105,5641,3881
LOC125984844,53,156,73,90,20
LOC125984845,1787,1155,1185,767,593
LOC125984847,839,736,683,695,781
LOC125984849,1744,2537,1685,1486,1501
LOC125984854,643,526,643,269,559
LOC125984855,1757,1965,1604,1731,1583
LOC125984856,2215,3050,1416,1092,2520
LOC125984857,1044,2082,1391,1054,1425
LOC125984858,15,681,209,1380,43
LOC125984859,4,18,2,7,4
LOC125984860,66,250,49,85,36
LOC125984861,0,0,0,0,2
LOC125984862,0,1,0,0,2
LOC125984863,18,20,9,4,0
LOC125984864,0,0,0,0,0
LOC125984868,149,33,4,3,134
LOC125984870,1809,1574,1355,1644,1959
LOC125984878,85,36,37,30,17
LOC125984879,770,373,471,295,240
LOC125984880,6041,4460,5484,4583,5044
LOC125984881,6,11,4,3,10
LOC125984886,43,115,142,27,129
LOC125984887,145,116,78,269,141
LOC125984890,31,4,29,22,14
LOC125984891,0,0,0,0,0
LOC125984892,1199,959,822,857,1782
LOC125984893,6,5,7,4,18
LOC125984894,148,93,66,49,92
LOC125984898,33509,28161,29668,29860,25085
LOC125984902,1,0,1,2,0
LOC125984903,411,378,308,458,560
LOC125984904,31,28,27,26,27
LOC125984907,1152,1817,625,1057,1494
LOC125984909,0,2,0,2,0
LOC125984913,2384,2814,2380,1885,2150
LOC125984919,2463,2683,2179,2835,2214
LOC125984921,616,507,334,91,270
LOC125984923,1630,2753,1002,1308,1990
LOC125984925,220,208,116,153,385
LOC125984929,122,55,72,112,67
LOC125984932,20,18,14,14,48
LOC125984933,507,709,281,786,764
LOC125984934,923,1255,774,1062,1017
LOC125984936,2,4,8,1,2
LOC125984939,5,7,1,8,0
LOC125984940,2,1,0,0,0
LOC125984941,136,221,78,70,203
LOC125984945,887,1187,736,777,892
LOC125984946,0,0,0,0,0
LOC125984947,20,18,13,2,30
LOC125984948,0,0,0,0,0
LOC125984950,2822,3043,2228,2331,2792
LOC125984953,25,114,39,93,71
LOC125984954,1818,1700,632,487,1341
LOC125984958,14,68,16,23,27
LOC125984959,4,8,6,4,10
LOC125984960,0,0,0,0,0
LOC125984964,2,0,0,0,0
LOC125984968,7582,5846,9114,7970,6221
LOC125984969,0,0,2,0,2
LOC125984970,5867,6629,6108,5962,6338
LOC125984971,581,367,492,104,208
LOC125984973,286,241,120,399,109
LOC125984976,2,3,0,4,4
LOC125984977,22,16,16,3,25
LOC125984978,10,47,24,19,37
LOC125984979,8,14,0,2,16
LOC125984980,1534,857,957,1112,380
LOC125984981,12,12,3,8,6
LOC125984984,1139,1531,1416,1260,1170
LOC125984985,460,502,449,268,374
LOC125984989,0,2,0,0,0
LOC125984990,28,50,20,70,22
LOC125984991,4,4,2,4,8
LOC125984994,5023,3588,3097,2919,3785
LOC125984995,428,458,434,351,339
LOC125984999,31,53,49,42,103
LOC125985000,3361,2778,2204,2361,2307
LOC125985001,2,0,0,4,17
LOC125985005,336,230,503,510,258
LOC125985006,4,0,2,0,9
LOC125985007,71,74,128,59,33
LOC125985008,514,637,484,719,676
LOC125985009,19,48,25,28,23
LOC125985010,26,8,12,12,10
LOC125985013,8245,11103,6763,8786,10945
LOC125985014,1912,1378,1564,1918,1303
LOC125985017,2746,2783,2241,2672,2907
LOC125985018,6,0,6,4,4
LOC125985021,2,1,0,0,0
LOC125985029,18,22,11,26,12
LOC125985030,470,466,273,310,362
LOC125985038,965,885,922,873,983
LOC125985040,1164,1193,1203,1340,1262
LOC125985041,300,469,106,760,120
LOC125985042,1,0,1,1,1
LOC125985043,21,54,40,40,34
LOC125985044,2,0,0,0,0
LOC125985045,0,0,0,0,0
LOC125985046,0,0,0,0,0
LOC125985049,0,0,0,0,0
LOC125985050,54,78,15,252,123
LOC125985051,1,15,0,0,0
LOC125985052,0,0,0,0,0
LOC125985053,0,2,0,2,0
LOC125985058,540,1156,706,501,948
LOC125985060,206,205,149,135,163
LOC125985065,10,34,19,18,22
LOC125985068,0,0,0,3,12
LOC125985070,2,2,4,2,4
LOC125985076,1256,970,1170,1019,874
LOC125985077,115,69,54,83,103
LOC125985078,0,0,0,0,0
LOC125985087,25,9,26,19,16
LOC125985090,4,12,8,0,8
LOC125985091,65,96,170,149,18
LOC125985092,0,1,0,0,0
LOC125985093,2,7,2,0,6
LOC125985094,0,1,0,0,7
LOC125985095,120,162,44,52,248
LOC125985096,2,0,4,0,0
LOC125985097,0,0,2,0,0
LOC125985098,16,53,20,78,58
LOC125985099,36,321,157,25,477
LOC125985101,12,9,22,4,16
LOC125985102,6,4,0,0,0
LOC125985103,2,0,0,0,2
LOC125985104,1051,934,969,610,1054
LOC125985107,46,52,14,36,62
LOC125985109,260,137,133,119,260
LOC125985110,253,558,143,173,293
LOC125985112,89,234,77,109,277
LOC125985113,87,71,50,33,36
LOC125985114,206,502,237,305,298
LOC125985116,826,660,567,617,1034
LOC125985118,10524,16039,6638,6281,10447
LOC125985119,87,40,91,40,146
LOC125985121,101,158,41,189,210
LOC125985122,23,35,19,26,58
LOC125985124,171,167,79,146,114
LOC125985131,122,220,150,141,148
LOC125985134,82,76,43,78,156
LOC125985135,1133,1308,920,906,959
LOC125985136,80,63,76,74,68
LOC125985138,310,415,293,313,334
LOC125985139,22,61,26,32,22
LOC125985140,1236,995,763,947,783
LOC125985143,12,10,18,12,16
LOC125985145,7,3,0,0,3
LOC125985146,20,9,11,4,9
LOC125985154,25,7,4,3,25
LOC125985155,2,5,0,0,2
LOC125985158,0,0,0,0,0
LOC125985159,639,1126,1136,711,834
LOC125985163,0,0,0,0,0
LOC125985164,68,34,57,31,34
LOC125985165,0,0,0,0,2
LOC125985167,1776,1800,1670,1569,1906
LOC125985172,841,912,336,727,782
LOC125985173,1185,1392,1088,1499,1282
LOC125985177,668,567,392,297,274
LOC125985178,11,2,7,18,6
LOC125985179,1115,1119,719,910,942
LOC125985180,179,99,81,200,168
LOC125985182,3701,4403,2694,3151,3534
LOC125985184,17,16,9,10,17
LOC125985185,0,4,0,0,0
LOC125985186,6,15,2,8,16
LOC125985188,0,0,2,0,0
LOC125985189,43,72,40,37,53
LOC125985190,792,599,843,390,992
LOC125985193,72,147,68,83,91
LOC125985195,9,4,19,0,7
LOC125985196,2,0,0,0,0
LOC125985198,0,0,0,0,4
LOC125985204,0,2,0,0,0
LOC125985207,551,344,451,258,317
LOC125985208,6,6,18,4,16
LOC125985210,1016,1472,763,1308,1037
LOC125985211,1183,1516,1331,1633,895
LOC125985212,16,8,4,4,5
LOC125985214,2,10,4,4,2
LOC125985216,77,49,71,51,46
LOC125985218,2722,6097,3770,2244,5460
LOC125985219,1868,1998,1884,1992,2182
LOC125985220,23,0,2,4,2
LOC125985221,7769,8314,4224,8299,8181
LOC125985223,90,58,43,41,95
LOC125985224,773,895,409,324,1267
LOC125985226,0,0,2,4,3
LOC125985227,78,12,19,10,0
LOC125985229,208,191,185,197,269
LOC125985238,117,10,34,82,49
LOC125985239,489,669,1702,655,671
LOC125985244,1573,1142,1757,1029,1223
LOC125985248,3274,3455,3223,3065,2641
LOC125985249,55,9,6,628,1
LOC125985250,2714,2567,2235,2057,1311
LOC125985251,20,9,145,14,85
LOC125985255,0,0,0,0,2
LOC125985257,107,64,48,19,51
LOC125985264,1923,2249,1586,1869,2970
LOC125985266,867,1170,772,1027,1264
LOC125985274,40,33,10,25,46
LOC125985275,0,0,0,0,0
LOC125985277,2,2,0,0,0
LOC125985279,168,188,280,251,143
LOC125985280,107,113,50,24,67
LOC125985281,737,666,521,765,702
LOC125985282,116,154,381,137,288
LOC125985283,279,133,188,190,439
LOC125985284,33,13,37,8,24
LOC125985285,6,16,6,0,2
LOC125985286,187,195,176,182,211
LOC125985287,589,400,170,314,302
LOC125985288,4,6,0,6,2
LOC125985289,10,7,0,2,6
LOC125985290,6,15,11,23,37
LOC125985291,0,5,0,3,0
LOC125985293,126,73,63,176,88
LOC125985298,69,109,28,46,51
LOC125985299,1874,3314,1589,2132,2825
LOC125985300,259,266,258,391,422
LOC125985306,303,428,265,313,385
LOC125985307,1302,9082,1552,49,3506
LOC125985309,901,693,748,713,852
LOC125985310,0,0,0,0,0
LOC125985311,0,0,0,0,0
LOC125985312,207,130,91,164,168
LOC125985314,156,83,97,73,136
LOC125985315,1542,2192,1336,1488,1811
LOC125985319,49,88,26,45,134
LOC125985321,204,71,172,116,166
LOC125985323,9,11,26,110,10
LOC125985324,1448,1061,3331,1864,1423
LOC125985326,7,11,10,4,6
LOC125985327,135,153,103,143,30
LOC125985328,0,0,0,0,0
LOC125985344,641,941,595,530,668
LOC125985347,1155,1222,1172,1230,978
LOC125985349,2,6,2,0,0
LOC125985351,1982,1585,1749,1523,1794
LOC125985353,402,463,364,386,372
LOC125985357,31,26,15,14,22
LOC125985361,0,0,0,16,14
LOC125985362,59,70,86,95,117
LOC125985369,632,973,1792,1742,580
LOC125985370,1989,2232,845,1220,2001
LOC125985371,68,52,234,37,57
LOC125985373,32,37,45,28,91
LOC125985381,648,577,244,41,507
LOC125985387,2,0,3,2,2
LOC125985390,0,0,0,0,0
LOC125985397,1732,1461,1174,1405,1491
LOC125985399,114,318,180,76,134
LOC125985400,155,124,114,74,128
LOC125985401,38,31,29,20,56
LOC125985402,2,0,0,0,4
LOC125985403,815,929,923,779,836
LOC125985404,34,23,19,10,13
LOC125985405,2,6,6,6,2
LOC125985415,407,193,197,243,226
LOC125985417,49,55,84,54,67
LOC125985418,8,6,8,10,10
LOC125985419,0,0,0,0,0
LOC125985420,1150,1526,786,938,903
LOC125985426,984,1192,853,612,1228
LOC125985427,1607,2517,1126,1290,1763
LOC125985428,0,0,0,0,1
LOC125985429,1729,1901,1291,1951,2239
LOC125985430,56,22,111,38,34
LOC125985433,7,10,0,6,3
LOC125985434,1368,1334,428,550,1276
LOC125985435,2372,3498,2054,2994,3461
LOC125985436,2,1,0,0,0
LOC125985437,2,0,0,1,4
LOC125985438,82,158,39,94,139
LOC125985439,10,3,1,5,16
LOC125985440,312,363,159,162,287
LOC125985441,0,0,2,0,0
LOC125985442,86,47,90,91,74
LOC125985443,32,13,19,25,44
LOC125985444,23,17,14,12,21
LOC125985446,6,5,4,2,1
LOC125985450,78,114,45,14,44
LOC125985455,6,6,4,4,10
LOC125985457,0,0,0,2,2
LOC125985463,780,700,867,846,766
LOC125985466,1214,1148,720,933,997
LOC125985467,0,0,2,0,2
LOC125985470,487,785,417,939,629
LOC125985471,0,0,0,0,0
LOC125985472,424,662,326,470,425
LOC125985473,349,758,418,722,224
LOC125985474,0,0,0,2,0
LOC125985478,397,371,183,118,273
LOC125985480,1407,1243,1351,1315,1186
LOC125985481,2740,3231,2326,2539,2727
LOC125985482,120,127,144,63,110
LOC125985485,2649,2700,1942,2273,2701
LOC125985486,2190,2556,1528,1502,1976
LOC125985488,5833,5984,4271,4531,5157
LOC125985490,102,55,21,43,134
LOC125985491,42,69,16,13,76
LOC125985492,165,336,86,113,214
LOC125985494,2,0,0,0,0
LOC125985497,11,13,9,7,0
LOC125985498,2389,2418,1661,1988,2334
LOC125985499,88,123,63,52,92
LOC125985500,565,618,324,584,647
LOC125985502,91,34,56,97,52
LOC125985503,2876,2570,2134,2200,2204
LOC125985506,512,907,558,859,984
LOC125985507,2203,1158,1123,904,1450
LOC125985510,1068,1457,754,691,1182
LOC125985511,0,0,0,0,1
LOC125985515,1000,1273,890,970,866
LOC125985517,6,4,2,0,9
LOC125985519,30,18,12,6,37
LOC125985520,817,999,598,936,1096
LOC125985521,4,9,2,2,10
LOC125985522,60,14,27,45,62
LOC125985526,6,4,3,0,2
LOC125985534,820,835,673,953,768
LOC125985537,2,4,0,0,0
LOC125985539,766,473,202,3430,446
LOC125985541,244,1171,114,156,390
LOC125985546,0,0,0,0,0
LOC125985547,0,0,0,0,0
LOC125985548,0,0,0,0,0
LOC125985549,0,0,0,0,2
LOC125985550,0,0,0,2,0
LOC125985551,0,1,0,0,0
LOC125985552,0,5,0,0,2
LOC125985553,0,0,1,0,1
LOC125985554,18,15,8,0,3
LOC125985555,0,0,0,0,0
LOC125985556,36,25,10,6,11
LOC125985557,0,0,0,0,0
LOC125985560,0,0,0,0,0
LOC125985568,0,0,2,0,0
LOC125985579,0,0,0,0,0
LOC125985581,0,0,0,0,0
LOC125985582,0,0,0,0,0
LOC125985583,27,22,13,13,12
LOC125985584,21,30,13,7,8
LOC125985585,15,14,7,4,4
LOC125985586,0,0,0,0,0
LOC125985587,10,12,2,8,10
LOC125985588,24,16,8,8,12
LOC125985589,0,0,0,0,0
LOC125985590,2,0,0,0,1
LOC125985591,44,54,23,13,27
LOC125985592,0,0,0,0,0
LOC125985593,29,13,14,6,5
LOC125985594,37,11,14,6,5
LOC125985595,30,45,19,13,25
LOC125985596,0,0,0,0,0
LOC125985597,18,14,18,12,12
LOC125985598,32,18,10,8,12
LOC125985599,0,0,0,0,0
LOC125985600,18,23,19,7,9
LOC125985602,0,0,0,0,0
LOC125985603,32,21,6,4,9
LOC125985604,28,18,6,11,3
LOC125985605,0,0,0,0,0
LOC125985606,36,50,22,17,14
LOC125985607,0,0,0,0,0
LOC125985608,32,38,20,9,14
LOC125985609,38,38,16,15,20
LOC125985610,32,50,23,15,12
LOC125985611,0,0,0,0,0
LOC125985612,39,34,5,5,6
LOC125985613,0,0,0,0,0
LOC125985614,35,24,8,5,17
LOC125985615,27,20,10,11,11
LOC125985616,29,28,11,5,12
LOC125985617,0,0,0,0,0
LOC125985618,18,22,14,8,8
LOC125985619,16,24,8,14,6
LOC125985620,0,0,0,0,0
LOC125985621,30,20,12,6,8
LOC125985622,18,26,12,6,12
LOC125985623,12,5,0,84,42
LOC125985624,5,33,15,6,0
LOC125985627,7,5,6,7,19
LOC125985631,12,11,2,0,0
LOC125985634,0,0,0,7,0
LOC125985643,11,25,25,0,17
LOC125985647,402,287,353,468,395
LOC125985650,746,1722,516,1039,996
LOC125985651,60,27,72,34,55
LOC125985653,11,13,2,16,7
LOC125985654,813,668,700,413,934
LOC125985656,1898,2127,994,1458,1953
LOC125985658,150,174,341,133,150
LOC125985659,99,169,96,94,150
LOC125985660,4,6,5,6,2
LOC125985661,2649,2904,2025,2464,2759
LOC125985666,15,24,8,26,12
LOC125985667,108,85,83,66,148
LOC125985670,412,402,233,247,185
LOC125985673,61,47,33,40,32
LOC125985677,26,31,83,207,188
LOC125985678,0,0,0,0,0
LOC125985687,1219,599,1073,919,641
LOC125985688,759,1349,686,549,838
LOC125985690,21,4,2,41,3
LOC125985691,0,0,0,0,0
LOC125985692,32,3,6,28,18
LOC125985693,1,0,1,0,2
LOC125985694,70,44,31,58,4
LOC125985695,116,22,94,22,42
LOC125985696,3,3,4,2,0
LOC125985697,20,15,15,19,8
LOC125985698,4,16,6,16,8
LOC125985699,0,0,1,0,0
LOC125985703,11,11,10,17,8
LOC125985705,5,14,14,17,77
LOC125985708,0,4,2,0,4
LOC125985709,43,14,12,28,42
LOC125985713,219,165,237,100,192
LOC125985714,939,805,1017,798,906
LOC125985715,25,4,9,1,6
LOC125985718,57,46,42,45,88
LOC125985721,0,0,0,0,0
LOC125985722,284,157,77,84,213
LOC125985723,224,276,155,285,213
LOC125985725,2,0,2,0,5
LOC125985726,155,184,123,58,28
LOC125985730,0,3,1,0,0
LOC125985731,314,386,271,319,184
LOC125985763,221,333,160,266,291
LOC125985764,1,4,8,0,5
LOC125985767,14,10,7,32,14
LOC125985769,0,0,0,0,0
LOC125985771,0,0,0,0,0
LOC125985775,88,180,114,73,158
LOC125985779,525,948,361,718,1001
LOC125985781,72,151,123,38,78
LOC125985782,188,207,162,185,210
LOC125985785,3119,2778,1942,2131,3387
LOC125985786,22,10,6,4,26
LOC125985787,36,99,23,43,89
LOC125985788,2416,2471,2467,2723,3337
LOC125985792,784,768,610,170,537
LOC125985797,1803,2087,1466,1778,1489
LOC125985798,407,617,409,479,442
LOC125985800,2,21,8,2,2
LOC125985801,1947,2115,1908,2219,1944
LOC125985804,42,66,71,67,98
LOC125985808,532,375,118,141,87
LOC125985809,366,153,155,281,169
LOC125985810,2,7,15,11,10
LOC125985811,18,15,30,27,20
LOC125985812,0,0,0,0,0
LOC125985813,0,0,0,0,0
LOC125985816,1333,1219,1254,636,941
LOC125985817,238,181,215,341,215
LOC125985818,44,242,100,104,46
LOC125985820,27,20,5,23,12
LOC125985821,1078,1570,1589,709,1181
LOC125985822,488,390,385,594,635
LOC125985823,1,10,4,0,2
LOC125985835,555,816,377,293,464
LOC125985840,28,24,26,64,22
LOC125985841,3090,3247,2588,3173,3184
LOC125985842,139,107,127,92,49
LOC125985844,96,117,78,129,107
LOC125985845,1,5,0,5,3
LOC125985850,0,3,0,0,0
LOC125985852,7,10,13,13,8
LOC125985853,0,0,0,0,0
LOC125985854,0,0,0,0,0
LOC125985856,7,83,6,31,18
LOC125985858,0,2,0,0,1
LOC125985860,231,252,123,176,264
LOC125985867,2558,3988,3416,2654,2724
LOC125985871,0,0,0,0,0
LOC125985876,1357,1198,1506,1417,1429
LOC125985877,9,8,3,4,12
LOC125985878,0,0,0,0,2
LOC125985879,4,0,2,1,2
LOC125985880,4,0,7,0,2
LOC125985881,0,0,0,0,0
LOC125985882,0,0,0,0,0
LOC125985883,24,14,2,12,27
LOC125985884,6,6,2,1,4
LOC125985885,0,0,0,0,0
LOC125985886,8,14,11,6,7
LOC125985887,20,8,4,7,4
LOC125985892,125,392,87,88,213
LOC125985898,1,64,5,11,5
LOC125985900,10,2,11,4,6
LOC125985901,58,58,122,66,71
LOC125985902,111,106,110,160,155
LOC125985903,0,0,0,0,0
LOC125985904,36,36,51,35,33
LOC125985905,0,0,0,0,0
LOC125985906,182,246,171,193,121
LOC125985907,2,0,2,4,1
LOC125985908,10,0,2,0,32
LOC125985909,8,6,12,0,4
LOC125985910,2,3,0,17,1
LOC125985913,2,0,0,0,0
LOC125985918,224,44,123,80,125
LOC125985919,261,336,194,243,230
LOC125985922,0,2,0,0,0
LOC125985924,16,22,22,10,31
LOC125985925,4500,3674,5273,3867,3850
LOC125985929,19,33,61,19,46
LOC125985931,1295,2999,2474,6211,7385
LOC125985932,0,2,0,8,0
LOC125985933,88,76,81,92,61
LOC125985934,17,3,23,24,16
LOC125985935,0,0,3,0,0
LOC125985936,36,6,62,2,6
LOC125985937,18,2,26,10,8
LOC125985938,0,0,0,0,0
LOC125985939,13,2,0,0,4
LOC125985940,0,0,0,0,4
LOC125985943,95,649,62,118,85
LOC125985944,9,19,25,6,4
LOC125985949,4,4,16,0,0
LOC125985952,6,18,10,14,6
LOC125985953,0,0,0,0,1
LOC125985954,7,8,10,12,4
LOC125985955,1,1,0,0,0
LOC125985961,0,0,70,0,0
LOC125985962,0,0,2,2,0
LOC125985963,0,0,0,0,0
LOC125985965,0,29,5,0,0
LOC125985967,2,15,2,2,4
LOC125985968,473,497,213,64,543
LOC125985969,0,0,0,0,0
LOC125985970,0,0,0,0,1
LOC125985971,0,2,0,0,5
LOC125985972,24,16,84,14,9
LOC125985973,5,0,0,5,5
LOC125985974,0,0,0,0,0
LOC125985976,6,11,3,0,2
LOC125985977,3947,4630,3426,3393,3153
LOC125985978,0,0,0,0,0
LOC125985979,0,0,0,0,0
LOC125985982,0,0,0,0,0
LOC125985983,5,16,9,2,9
LOC125985984,197,123,78,102,112
LOC125985985,0,0,0,0,0
LOC125985988,0,0,0,0,0
LOC125985989,0,0,0,0,0
LOC125985990,0,0,0,0,0
LOC125985991,4066,4493,4790,4647,4081
LOC125985992,0,0,0,0,0
LOC125985993,0,0,0,0,0
LOC125985994,0,0,0,0,0
LOC125985995,0,2,0,0,0
LOC125985996,2,0,1,0,3
LOC125985997,13,0,0,6,2
LOC125985998,0,4,2,4,4
LOC125985999,0,0,0,0,0
LOC125986000,0,0,0,0,0
LOC125986001,0,0,0,0,0
LOC125986002,0,0,2,0,0
LOC125986003,0,3,1,0,1
LOC125986004,0,0,0,0,0
LOC125986005,0,0,0,0,0
LOC125986006,0,0,0,0,0
LOC125986007,0,0,0,0,0
LOC125986008,0,0,0,0,0
LOC125986009,0,0,0,0,0
LOC125986010,10,54,12,39,29
LOC125986011,0,0,0,0,0
LOC125986013,0,0,0,0,12
LOC125986014,2,4,0,0,2
LOC125986015,30,24,43,29,37
LOC125986017,10,8,4,24,5
LOC125986019,0,0,0,1,1
LOC125986024,0,3,3,1,1
LOC125986025,24,2,17,2,12
LOC125986026,3,16,35,59,57
LOC125986027,0,2,0,5,0
LOC125986030,10,18,10,21,7
LOC125986033,18,117,14,30,81
LOC125986034,5009,7105,4273,5743,7082
LOC125986035,534,1221,628,956,595
LOC125986036,5,5,2,3,4
LOC125986040,1,90,36,10,129
LOC125986042,4,0,2,6,6
LOC125986046,784,984,652,797,956
LOC125986053,0,4,2,2,0
LOC125986061,4485,5581,3311,4589,4836
LOC125986065,1079,814,550,983,1124
LOC125986066,367,311,224,554,364
LOC125986067,8,3,6,0,6
LOC125986070,2108,2202,2112,2704,2451
LOC125986071,51,22,16,18,18
LOC125986080,3476,3379,2692,2961,3741
LOC125986081,73,170,23,34,46
LOC125986085,0,1,2,0,0
LOC125986086,71,129,62,113,126
LOC125986091,5,6,18,12,10
LOC125986098,6,3,0,4,3
LOC125986100,0,2,0,0,0
LOC125986102,11,26,14,26,20
LOC125986103,137,133,181,111,67
LOC125986104,24,67,29,25,13
LOC125986106,0,0,0,0,0
LOC125986112,247,273,184,148,349
LOC125986113,1296,1019,1465,1233,1275
LOC125986116,1834,1892,1037,1635,2177
LOC125986117,181,159,188,173,195
LOC125986119,59,115,89,106,60
LOC125986121,14091,16020,11867,16652,18200
LOC125986122,3357,3453,1979,2419,3556
LOC125986124,907,1080,624,859,952
LOC125986127,23,34,42,36,39
LOC125986130,17,17,11,3,17
LOC125986141,2,0,0,2,0
LOC125986142,125,388,265,446,809
LOC125986147,19,69,33,24,40
LOC125986149,477,506,659,571,459
LOC125986155,43,151,45,434,440
LOC125986156,2,13,11,519,397
LOC125986157,0,0,0,0,0
LOC125986158,28,7,23,36,14
LOC125986167,0,0,0,0,6
LOC125986168,82,118,191,152,143
LOC125986170,210,224,266,136,366
LOC125986175,4,6,12,26,24
LOC125986176,36,37,47,10,33
LOC125986196,0,0,0,2,0
LOC125986197,4,2,2,2,8
LOC125986207,0,2,0,2,0
LOC125986210,1919,1983,2100,1623,3042
LOC125986217,6,6,22,38,34
LOC125986223,95,132,136,81,63
LOC125986225,0,0,0,0,0
LOC125986226,33,8,8,24,20
LOC125986232,941,870,569,800,702
LOC125986234,0,0,0,0,0
LOC125986236,0,0,1,0,4
LOC125986241,20,6,22,0,39
LOC125986244,812,1470,553,581,1142
LOC125986246,0,0,0,0,2
LOC125986248,1,2,0,2,0
LOC125986254,2,5,8,11,9
LOC125986255,4,2,0,0,0
LOC125986265,4,2,0,0,5
LOC125986273,4,12,0,0,8
LOC125986274,830,964,675,1033,928
LOC125986277,5,17,5,6,10
